,name,category,sim
490,스노우피크 랜드스테이션 하남,식당 아님,tensor([[0.0952]])
491,교촌치킨 하남감일점,치킨,tensor([[0.2846]])
492,애주꿀전,식당,tensor([[0.1973]])
493,소담지짐이 위례점,식당,tensor([[0.2882]])
494,일품 양평해장국 하남미사점,해장국,tensor([[0.3683]])
495,소당깨,고기,tensor([[0.2424]])
496,베스트생갈비찜&찜닭(하남점),한식당,tensor([[0.1993]])
497,등촌샤브칼국수 하남미사점,분식,tensor([[0.1598]])
498,테이블린 미사현대1차점,중국집,tensor([[0.3527]])
499,치이익,고기,tensor([[0.3175]])
500,미사텐,식당,tensor([[0.2451]])
501,킹콩 부대찌개 하남현대한강미사점,한식당,tensor([[0.3922]])
502,배부장찌개 미사역점,한식당,tensor([[0.3239]])
503,최가다방,카페,tensor([[0.3324]])
504,동경규동 미사스퀘어점,식당,tensor([[0.2584]])
505,탐나종합어시장 미사역점,일식당,tensor([[0.2788]])
506,홍송우렁쌈밥,한식당,tensor([[0.3359]])
507,감성낙곱새 하남미사점,해물,tensor([[0.1847]])
508,스카이블랑,식당,tensor([[0.2247]])
509,디리포소,양식,tensor([[0.1292]])
510,호수꼬치 하남신장점,일식당,tensor([[0.2416]])
511,리틀 블루문(LITTLE BLUE MOON),카페,tensor([[0.2774]])
512,마라의 민족 미사점,중국집,tensor([[0.2590]])
513,BBQ 하남미사역점,치킨,tensor([[0.2870]])
514,달빛오징어광어미사점,해물,tensor([[0.1812]])
515,피플 파스타(PEOPlE),양식,tensor([[0.0950]])
516,만차이,중국집,tensor([[0.3407]])
517,꿀꿀진순대 미사점,식당,tensor([[0.2229]])
518,푸라닭 하남신장점,치킨,tensor([[0.2346]])
519,육감적,고기,tensor([[0.3327]])
520,하남찌개마을 국내산냉삼,한식당,tensor([[0.3406]])
521,피자컴퍼니 감일 마천점,피자,tensor([[0.3159]])
522,광수육회 하남미사점,고기,tensor([[0.2872]])
523,포메인 RED 하남미사점,아시안 음식,tensor([[0.3070]])
524,비와별닭갈비 스타필드 위례점,고기,tensor([[0.3541]])
525,보길도황칠면역삼계탕,한식당,tensor([[0.2778]])
526,퀸즈 당구장,식당 아님,tensor([[0.1549]])
527,감일돈,고기,tensor([[0.3156]])
528,흥도식당 하남점,돈가스,tensor([[0.1813]])
529,팔당 북촌골 미사점,해물,tensor([[0.2108]])
530,추닭집 미사2호점,치킨,tensor([[0.3186]])
531,마왕족발 하남감일점,고기,tensor([[0.2944]])
532,배가 푸지미,식당,tensor([[0.1809]])
533,경성나루,한식당,tensor([[0.3108]])
534,매머드익스프레스 미사현대2차점,카페,tensor([[0.3520]])
535,황산 참치 테스타타워점,일식당,tensor([[0.2402]])
536,김가네 미사현대1차점,분식,tensor([[0.2353]])
537,아부찌부대찌개 하남감일점,한식당,tensor([[0.2637]])
538,설맥 미사점,호프,tensor([[0.2811]])
539,푸라닭 하남감일점,치킨,tensor([[0.2997]])
540,길동우동 미사점,일식당,tensor([[0.3571]])
541,동명카츠 하남덕풍점,돈가스,tensor([[0.2541]])
542,감동노가리,호프,tensor([[0.2689]])
543,효정패밀리아카페,카페,tensor([[0.1891]])
544,사나이 순대국,한식당,tensor([[0.3440]])
545,할머니가래떡볶이 미사호수공원점,분식,tensor([[0.2811]])
546,Bhc(비에이치씨) 미사호반점,치킨,tensor([[0.3465]])
547,한끼홈쿡 미사본점,식당 아님,tensor([[0.2453]])
548,동백연화 미사점,식당,tensor([[0.2515]])
549,몸신 흑염소전문점,고기,tensor([[0.3780]])
550,진1926 하남미사,고기,tensor([[0.3056]])
551,청담동마녀김밥 미사점,분식,tensor([[0.2289]])
552,프랭크버거 하남강변로점,햄버거,tensor([[0.3539]])
553,황금코다리 하남 검단산점,해물,tensor([[0.1003]])
554,뱃살도둑 미사점,야채,tensor([[0.3197]])
555,유로코피자 위례신도시점,야채,0.0
556,구석집 하남미사점,한식당,tensor([[0.2784]])
557,블리스버거 하남감일점,햄버거,tensor([[0.3520]])
558,허니문한방삼계탕,한식당,tensor([[0.2646]])
559,카페 보케리아,카페,tensor([[0.3109]])
560,니하오마라탕 신장점,중국집,tensor([[0.2414]])
561,곱분이곱창 감일점,고기,tensor([[0.3171]])
562,바다커피&호프,카페,tensor([[0.3437]])
563,동경규동 하남점,한식당,tensor([[0.2953]])
564,폴트버거 스타필드 하남점,햄버거,tensor([[0.3733]])
565,해품장 팔팔장어 하남미사점,해물,tensor([[0.1503]])
566,지호한방삼계탕 미사점,한식당,tensor([[0.2500]])
567,BBQ 하남망월점,치킨,tensor([[0.3391]])
568,호식이두마리치킨 하남미사역점,치킨,tensor([[0.3035]])
569,두꺼비토종 순대국,식당,tensor([[0.2796]])
570,맘스터치 하남감일점,햄버거,tensor([[0.2703]])
571,갯벌의 조개 미사역점,해물,tensor([[0.1719]])
572,우먼스키친,식당,tensor([[0.2940]])
573,Check Plate(체크 플레이트),양식,tensor([[0.1413]])
574,정보인 부산돼지국밥(하남미사점),한식당,tensor([[0.3454]])
575,리미니 스타필드 위례점,양식,tensor([[0.1792]])
576,차이니즈 인 미사,중국집,tensor([[0.3910]])
577,하오마라 미사역점,중국집,tensor([[0.2659]])
578,웍 앤 누들,한식당,tensor([[0.2167]])
579,로쏘폴라레,까페,tensor([[0.1540]])
580,써니의 식탁,식당 아님,tensor([[0.2424]])
581,프랭크버거 하남미사점,햄버거,tensor([[0.3593]])
582,BBQ하남신장점,치킨,tensor([[0.3883]])
583,자담치킨 위례스타필드점,치킨,tensor([[0.3439]])
584,신선미 미사리우동(하남감일점),분식,tensor([[0.2068]])
585,구구족 하남점,고기,tensor([[0.3178]])
586,사미반점 미사2호점,중국집,tensor([[0.3239]])
587,손  쿡희,카페,tensor([[0.2600]])
588,카페 종종,카페,tensor([[0.3125]])
589,배다리 문가네,한식당,tensor([[0.2427]])
590,심야반점 하남미사점,중국집,tensor([[0.1622]])
591,로바타 미자,일식집,tensor([[0.2039]])
592,까페 아르볼 하남미사점,카페,tensor([[0.2935]])
593,에그드랍 미사점,간식,tensor([[0.2851]])
594,바캉스인미사,카페,tensor([[0.2337]])
595,BBQ치킨 감일점,치킨,tensor([[0.4015]])
596,뜸들이다 하남미사점,식당 아님,tensor([[0.2455]])
597,배떡 하남미사점,분식,tensor([[0.2406]])
598,오븐마루치킨 하남미사점,치킨,tensor([[0.3679]])
599,찌엔용,중국집,tensor([[0.3488]])
600,하남소곱창전골 불향기,고기,tensor([[0.3285]])
601,쭈니네랭삼,고기,tensor([[0.2051]])
602,원조 부안집 하남풍산역점,고기,tensor([[0.3268]])
603,용광루,중국집,tensor([[0.3441]])
604,키슬,양식,tensor([[0.1079]])
605,더 노벰버 라운지(하남풍산점),카페,tensor([[0.3183]])
606,진 미사포구,일식당,tensor([[0.2955]])
607,최구야 김치찌개,한식당,tensor([[0.2672]])
608,족슐랭 하남미사역점,고기,tensor([[0.2838]])
609,수 스테이크(Soo Steak),양식,tensor([[0.1130]])
610,초광한식부페,한식당,tensor([[0.2984]])
611,배추야놀자,카페,tensor([[0.2035]])
612,예원닭강정 하남점,치킨,tensor([[0.2748]])
613,BDC카페,카페,tensor([[0.3255]])
614,바른치킨 미사강변점,치킨,tensor([[0.3961]])
615,도미노피자 하남미사점,피자,tensor([[0.3391]])
616,도미노피자 하남신장점,피자,tensor([[0.2653]])
617,파스타입니다 하남점,양식,tensor([[0.1864]])
618,혼밥대왕 하남점,한식당,tensor([[0.2617]])
619,테임드커피(Tamed coffee),카페,tensor([[0.3061]])
620,이비가짬뽕 올림픽공원점,중국집,tensor([[0.2695]])
621,뽕이야(본점),중국집,tensor([[0.2963]])
622,교촌치킨 풍산지구점,치킨,tensor([[0.3154]])
623,불백 경성원,고기,tensor([[0.3026]])
624,청정플러스수산,한식당,tensor([[0.3276]])
625,미미사500원양꼬치,아시안 음식,tensor([[0.3105]])
626,꼼떼 갈비살,고기,tensor([[0.3964]])
627,페리카나 미사1점,치킨,tensor([[0.3244]])
628,미소야 미사역점,돈가스,tensor([[0.1955]])
629,소자밥상,한식당,tensor([[0.3661]])
630,광장 풍천장어,일식당,tensor([[0.2412]])
631,하남불끈장어,해물,tensor([[0.1461]])
632,누나홀닭 하남풍산점,치킨,tensor([[0.3331]])
633,한상차림 코다리명가 하남점,해물,tensor([[0.1563]])
634,하남 정덮밥 미사점,식당,tensor([[0.2420]])
635,미사에꼬치다,호프,tensor([[0.2940]])
636,맘스터치 하남풍산점,햄버거,tensor([[0.2621]])
637,위례제주도니,고기,tensor([[0.3722]])
638,푸라닭 하남덕풍점,치킨,tensor([[0.2846]])
639,직화에빠지다 하남미사점,해물,tensor([[0.1882]])
640,송정상목장,고기,tensor([[0.3756]])
641,비스트로 홍,식당,tensor([[0.2739]])
642,한끼정 하남점,일식당,tensor([[0.2871]])
643,롤링파스타 미사강변중앙점,양식,tensor([[0.1350]])
644,맛찬들왕소금구이 하남미사점,고기,tensor([[0.3423]])
645,스쿨푸드 미사딜리버리점,분식,tensor([[0.2024]])
646,오늘밤 노가리,호프,tensor([[0.2255]])
647,제줏간 미사역점,고기,tensor([[0.3553]])
648,육미애,고기,tensor([[0.3374]])
649,서울포차 하남미사점,식당,tensor([[0.1976]])
650,닭삼 바베큐치킨,치킨,tensor([[0.3607]])
651,바른치킨 하남시청역점,치킨,tensor([[0.3273]])
652,푸라닭 하남미사역점,치킨,tensor([[0.4477]])
653,탑 해물칼국수(하남점),분식,tensor([[0.1763]])
654,멀티푸드 하남점,식당 아님,tensor([[0.2858]])
655,호식이두마리치킨 미사1호점,치킨,tensor([[0.3714]])
656,신참떡볶이 하남덕풍점,분식,tensor([[0.2349]])
657,우마왕과 저팔계,고기,tensor([[0.2372]])
658,채선당자연한가득 하남미사점,샤브샤브,tensor([[0.1866]])
659,주싸롱,식당,tensor([[0.2106]])
660,정가네 돈오리,고기,tensor([[0.2478]])
661,부어치킨하남미사점,치킨,tensor([[0.3561]])
662,본죽&비빔밥cafe 미사역점,한식당,tensor([[0.2760]])
663,경양카츠 하남미사점,돈가스,tensor([[0.1390]])
664,보석어묵CAFE,분식,tensor([[0.1639]])
665,YELLOW75 CAFE(옐로우75 카페),카페,tensor([[0.3435]])
666,돈소풍,고기,tensor([[0.4001]])
667,완벽한생갈비,고기,tensor([[0.3706]])
668,함무바 돼지 국밥,한식당,tensor([[0.3991]])
669,홍미김밥,분식,tensor([[0.2128]])
670,순정한우정육식당 미사점,고기,tensor([[0.3278]])
671,다래육회,고기,tensor([[0.3595]])
672,청년다방 미사역점,분식,tensor([[0.2179]])
673,모뜰,한식당,tensor([[0.3113]])
674,이태원 삼겹 미사점,고기,tensor([[0.3069]])
675,스윗바니(Sweet Bunny),간식,tensor([[0.3492]])
676,Wine Maria(와인마리아),주류,tensor([[0.1899]])
677,몽계옥,한식당,tensor([[0.2556]])
678,박쉐프 슈가네돈카츠,돈가스,tensor([[0.1580]])
679,덕만이네 뼈해장국,해장국,tensor([[0.3290]])
680,두찜 하남덕풍점,한식당,tensor([[0.3466]])
681,청담이상 하남미사역점,일식집,tensor([[0.2630]])
682,카페마마스 하남스타필드점,양식,tensor([[0.1756]])
683,명품빨강오뎅,분식,tensor([[0.1934]])
684,재킨보아즈,카페,tensor([[0.3077]])
685,최부자네,일식당,tensor([[0.2995]])
686,뱁스카페,카페,tensor([[0.2330]])
687,코다리와 능이버섯 미사,한식당,tensor([[0.3220]])
688,교촌치킨 미사역점,치킨,tensor([[0.3184]])
689,미사리제면소,일식당,tensor([[0.3677]])
690,육쌈냉면 미사점,한식당,tensor([[0.3209]])
691,달리감자탕,식당,tensor([[0.2409]])
692,테트리스찜닭 미사하남점,한식당,tensor([[0.2932]])
693,형노가(하남5호점),고기,tensor([[0.3110]])
694,사심i,일식집,tensor([[0.2511]])
695,신선미 미사리우동(미사리본점),분식,tensor([[0.1887]])
696,편백상회 하남점,샤브샤브,tensor([[0.1904]])
697,윤쉐프's 키친&펍,호프,tensor([[0.2089]])
698,써니핸드에프앤비둥둥치킨,치킨,tensor([[0.4495]])
699,금수네밥집,한식당,tensor([[0.2677]])
700,명륜진사갈비 하남스타필드점,고기,tensor([[0.2654]])
701,도야족발보쌈 미사하남점,고기,tensor([[0.2645]])
702,서가네기절닭발,고기,tensor([[0.3078]])
703,고봉민김밥인 하남미사역점,분식,tensor([[0.2408]])
704,인생객잔,중국집,tensor([[0.2948]])
705,라미향마라탕,중국집,tensor([[0.2747]])
706,용갈집,한식당,tensor([[0.2944]])
707,낙현식당,일식당,tensor([[0.2259]])
708,호정의 식탁,한식당,tensor([[0.3503]])
709,천년소나무,고기,tensor([[0.3188]])
710,카페더릿(Cafe The Lit),카페,tensor([[0.2856]])
711,차고집칡냉면 미사점,한식당,tensor([[0.3389]])
712,역전우동0410 미사강변중앙점,일식당,tensor([[0.3291]])
713,디오 베네디또,카페,tensor([[0.3009]])
714,감탄밥상 미사점,식당,tensor([[0.2509]])
715,보드람치킨 미사강변점,치킨,tensor([[0.3963]])
716,훈마루,한식당,tensor([[0.2276]])
717,수 장터국밥,한식당,tensor([[0.3700]])
718,해궁마당,일식당,tensor([[0.1959]])
719,하남추어매운탕,식당,tensor([[0.2343]])
720,치킨마루 하남신장점,치킨,tensor([[0.3489]])
721,처갓집양념치킨 미사강변점,치킨,tensor([[0.2744]])
722,봉봉키즈 하남미사,카페,tensor([[0.1954]])
723,지코바 미사1호점,치킨,tensor([[0.4265]])
724,247숯불꼬치,호프,tensor([[0.2978]])
725,두찜 하남미사점,한식당,tensor([[0.2966]])
726,갑산면옥,한식당,tensor([[0.3578]])
727,형제 특수부위 미사점,고기,tensor([[0.3444]])
728,홍대쌀국수(미사강변점),아시안 음식,tensor([[0.3070]])
729,벨로파크(Velo Park),카페,tensor([[0.2796]])
730,일타포차,호프,tensor([[0.3039]])
731,나진국밥 하남미사점,한식당,tensor([[0.3442]])
732,델리퀸 하남미사점,치킨,tensor([[0.4113]])
733,훠궈야 스타필드 하남점,중국집,tensor([[0.3077]])
734,사미반점 신장점,중국집,tensor([[0.2355]])
735,바비레드 하남,양식,tensor([[0.0802]])
736,소담촌 하남미사점,샤브샤브,tensor([[0.1743]])
737,푼타하우스,카페,tensor([[0.1717]])
738,명륜진사갈비 하남미사점,고기,tensor([[0.3209]])
739,처갓집양념치킨 창우점,치킨,tensor([[0.3211]])
740,이진항,해물,tensor([[0.1949]])
741,역전할머니맥주미사신도시점,호프,tensor([[0.2395]])
742,일삼백 하남미사점,식당,tensor([[0.2638]])
743,파주닭국수 하남미사점,분식,tensor([[0.1412]])
744,선비다이닝 하남미사점,분식,0.0
745,처갓집양념치킨 미사역점,치킨,tensor([[0.3103]])
746,옥희네국밥,한식당,tensor([[0.2612]])
747,달수네 꾸지뽕닭한마리,한식당,tensor([[0.3222]])
748,골뱅이 신사 in 미사,해물,tensor([[0.1348]])
749,안녕숯불&올리브도시락 하남미사점,식당 아님,tensor([[0.2549]])
750,강촌식당 하남미사점,고기,tensor([[0.3088]])
751,최고집 평양만두,분식,tensor([[0.1782]])
752,치킨연맹 하남점,치킨,tensor([[0.3044]])
753,원할머니보쌈 미사 강변배달점,고기,tensor([[0.3110]])
754,비늄(VINUM) 776,양식,tensor([[0.1947]])
755,라무진 미사점,고기,tensor([[0.2586]])
756,교동전선생 하남미사점,주류,tensor([[0.1706]])
757,부엉이 돈가스 위례스타필드점,돈가스,tensor([[0.2651]])
758,한옥집김치찜 스타필드 위례점,한식당,tensor([[0.3146]])
759,구름식탁 스타필드시티 위례점,한식당,tensor([[0.2933]])
760,성목초밥,일식집,tensor([[0.3256]])
761,Elefant(엘레판트),양식,tensor([[0.1366]])
762,화덕고깃간 미사강변점,고기,tensor([[0.3492]])
763,김가네 미사중앙점,분식,tensor([[0.2256]])
764,계경순대국 미사역점,한식당,tensor([[0.3814]])
765,하나샤브샤브 미사리점,샤브샤브,tensor([[0.2041]])
766,강우 정육식당,고기,tensor([[0.2915]])
767,지코바 위례1호점,치킨,tensor([[0.3630]])
768,보께 리우,양식,tensor([[0.1054]])
769,흑향정,카페,tensor([[0.3526]])
770,짚신매운갈비찜 미사강변점,고기,tensor([[0.3443]])
771,동궁찜닭 하남미사점,한식당,tensor([[0.3186]])
772,와카이 참치,일식당,tensor([[0.2957]])
773,큰맘할매순대국 하남신장점,식당,tensor([[0.2850]])
774,꽈베기와 동그리,베이커리,tensor([[0.3107]])
775,맥쓰(MEXX) 세계치킨 하남미사 한강점,치킨,tensor([[0.4345]])
776,호오탕 훠꿔,중국집,tensor([[0.2403]])
777,이바돔감자탕 하남미사점,식당,tensor([[0.2775]])
778,강창구 진순대 미사센텀비즈점,식당,tensor([[0.3587]])
779,얌샘김밥 하남미사중앙점,분식,tensor([[0.1990]])
780,나벨라,카페,tensor([[0.3215]])
781,삼순네 바지락 칼국수,분식,tensor([[0.1809]])
782,미생맥주(미사강변점),호프,tensor([[0.2310]])
783,누나홀닭 하남미사점,치킨,tensor([[0.2773]])
784,갓텐익스프레스스타필드 하남점,일식당,tensor([[0.3248]])
785,맘스터치 미사역점,햄버거,tensor([[0.2948]])
786,오꾸꼬 위례점,치킨,tensor([[0.3115]])
787,K'1975,호프,tensor([[0.4090]])
788,이퀄센세이션,카페,tensor([[0.2492]])
789,대동집미사점,식당,tensor([[0.2652]])
790,족발야시장 미사점,고기,tensor([[0.2882]])
791,두끼 하남신장점,분식,tensor([[0.2167]])
792,말쿤20 한우전문점,고기,tensor([[0.3689]])
793,도령 남원추어탕,식당,tensor([[0.2378]])
794,하남돼지집 미사역점,고기,tensor([[0.3158]])
795,젤리스트로우,식당,tensor([[0.1283]])
796,옛날참숯왕소금구이 (2호점),고기,tensor([[0.2805]])
797,본도시락하남미사점,식당 아님,tensor([[0.2564]])
798,돈바돈가스,돈가스,tensor([[0.2336]])
799,소담촌 하남신장점,샤브샤브,tensor([[0.1746]])
800,호치면,아시안 음식,tensor([[0.3521]])
801,한국피자헛 하남미사점,피자,tensor([[0.4597]])
802,검단 동태찜,해물,tensor([[0.1887]])
803,우동 쯔요시,일식당,tensor([[0.3250]])
804,카페 송그레,카페,tensor([[0.2610]])
805,앨빈 쿠치나,양식,tensor([[0.1143]])
806,남다른 감자탕 하남미사점,식당,tensor([[0.2243]])
807,하남돼지집 미사 신도시점,고기,tensor([[0.2950]])
808,피자쿠치나 하남스타필드점,피자,tensor([[0.4308]])
809,라치폴라(La cipolla),양식,tensor([[0.1525]])
810,해솔네트웍스,식당 아님,tensor([[0.3087]])
811,바다향왕코다리 서하남IC점,해물,tensor([[0.1594]])
812,생활맥주 하남 창우점,호프,tensor([[0.3112]])
813,쭈꾸미와 친구들,해물,tensor([[0.1851]])
814,멕시카나 하남미사점,치킨,tensor([[0.3227]])
815,죽이야기 미사한홀초교점,한식당,tensor([[0.3042]])
816,드까르멜릿,양식,tensor([[0.1313]])
817,기와집양대창센타,고기,tensor([[0.3535]])
818,이동욱스시,일식집,tensor([[0.2661]])
819,삐삐커피호프,호프,tensor([[0.3690]])
820,뚝방불끈낙지,해물,tensor([[0.1837]])
821,한채당 정원까페,카페,tensor([[0.2164]])
822,자전거곱창,고기,tensor([[0.3173]])
823,하남돼지집 하남스타필드점,고기,tensor([[0.3599]])
824,메밀생각 봉평막국수,한식당,tensor([[0.3119]])
825,교촌치킨 미사1호점,치킨,tensor([[0.3391]])
826,본뜰고기정,고기,tensor([[0.3385]])
827,젠틀로스터스,카페,tensor([[0.3430]])
828,오리샘농원,한식당,tensor([[0.3307]])
829,행복이 가득한 포차,식당,tensor([[0.2889]])
830,리꼬(RICCO) 화덕피자 하남미사 본점,양식,tensor([[0.1127]])
831,온더보더 스타필드하남점,식당,tensor([[0.2204]])
832,돈계돈,고기,tensor([[0.2986]])
833,쥬씨 팔팔 핫도그,카페,tensor([[0.3048]])
834,광평도새기촌 미사강변점,고기,tensor([[0.3232]])
835,달려라 쌀국수,아시안 음식,tensor([[0.2687]])
836,굽네치킨 미사1호점,치킨,tensor([[0.3640]])
837,에이치베이커,베이커리,tensor([[0.3783]])
838,떡밀밀 하남미사점,분식,tensor([[0.2764]])
839,콩나라팥나라,한식당,tensor([[0.2916]])
840,청년다방 미사강변점,분식,tensor([[0.2160]])
841,차오차오(하남점),중국집,tensor([[0.2786]])
842,은혜네 민물매운탕,해물,tensor([[0.2254]])
843,전부처 한잔,식당,tensor([[0.3664]])
844,도도브로스,한식당,tensor([[0.3282]])
845,돌삼닭 하남점,고기,tensor([[0.3910]])
846,파파존스 미사점,피자,tensor([[0.3645]])
847,뚱이네 순대국,한식당,tensor([[0.2075]])
848,정대감 민물장어,해물,tensor([[0.1551]])
849,카츠젠 미사점,돈가스,tensor([[0.1332]])
850,초마 하남점,중국집,tensor([[0.3450]])
851,페이페이 스타필드 하남점,아시안 음식,tensor([[0.3195]])
852,스템커피 하남스타필드점,카페,tensor([[0.3185]])
853,광평 스타필드 하남점,한식당,tensor([[0.3203]])
854,필동함박 하남,양식,tensor([[0.1995]])
855,미사장어명가,해물,tensor([[0.1564]])
856,강릉엄지네꼬막집 미사역점,해물,tensor([[0.1614]])
857,피아커 커피(미사호수공원점),카페,tensor([[0.3269]])
858,조카와 이모가 만드는 조이감자탕,식당,tensor([[0.2100]])
859,샘골민물매운탕,해물,tensor([[0.1464]])
860,하회탈 국수마당,분식,tensor([[0.1854]])
861,응급실국물떡볶이하남신장점,분식,tensor([[0.2336]])
862,또래오래 미사1점,치킨,tensor([[0.3893]])
863,무사이온(Mousaion),카페,tensor([[0.2383]])
864,희노애락포차,식당,tensor([[0.2762]])
865,착한쌈밥,한식당,tensor([[0.3210]])
866,나미꼬스시,일식집,tensor([[0.2601]])
867,장꼬,한식당,tensor([[0.2860]])
868,군산오징어 하남미사점,해물,tensor([[0.1843]])
869,어부네 코다리 미사리점,해물,tensor([[0.2035]])
870,오도독구이 고추장 삼겹살,고기,tensor([[0.2941]])
871,두경희 만두 전골,한식당,tensor([[0.3640]])
872,이가진미,한식당,tensor([[0.2704]])
873,오봉집 하남덕풍점,한식당,tensor([[0.3482]])
874,플로렌스파티하우스 하남점,식당 아님,tensor([[0.1194]])
875,장터 전 일번지,식당,tensor([[0.2287]])
876,산골뜰안집,한식당,tensor([[0.2315]])
877,요기조림,한식당,tensor([[0.3189]])
878,오빠티쉐,베이커리,tensor([[0.2994]])
879,꼬꼬천국,치킨,tensor([[0.3776]])
880,해궁마당,일식당,tensor([[0.1959]])
881,싸이숯불닭갈비,고기,tensor([[0.4089]])
882,복뎅이 황금족발,고기,tensor([[0.3239]])
883,홍익돈까스 하남점,돈가스,tensor([[0.2662]])
884,황제점심뷔페,뷔페,tensor([[0.2144]])
885,더불닭(덕풍시장점),치킨,tensor([[0.3805]])
886,갈비도락 미사본점,고기,tensor([[0.2863]])
887,르 파르크 커피(LE PARC COFFEE),카페,tensor([[0.3274]])
888,장리단 한우국밥,한식당,tensor([[0.2948]])
889,옐로우스케일,카페,tensor([[0.2547]])
890,왕노가리천국,호프,tensor([[0.2923]])
891,먹보한우 하남점,고기,tensor([[0.3198]])
892,광암유황오리,고기,tensor([[0.2819]])
893,처갓집양념치킨 풍산점,치킨,tensor([[0.3367]])
894,정은이네 칼국수,분식,tensor([[0.2792]])
895,하남돼지집 풍산직영점,고기,tensor([[0.3397]])
896,할머니가래떡볶이 하남시청역점,분식,tensor([[0.2174]])
897,화돌농장(하남점),고기,tensor([[0.2458]])
898,타코 프렌즈,분식,tensor([[0.2210]])
899,바른죽 하남신장점,한식당,tensor([[0.3005]])
900,하남미소 명품한우,고기,tensor([[0.2639]])
901,어무이맛 양평해장국 하남점,해장국,tensor([[0.3902]])
902,백채김치찌개 하남신장점,한식당,tensor([[0.3866]])
903,막걸리총각 전처녀,주류,tensor([[0.2070]])
904,케이준치킨 덕풍점,치킨,tensor([[0.4281]])
905,궁가네 김밥  수제비,분식,tensor([[0.2398]])
906,이은영 김밥,분식,tensor([[0.2313]])
907,꿀삐 닭강정 하남덕풍점,치킨,tensor([[0.3187]])
908,오늘도 웃자(초이점),한식당,tensor([[0.3431]])
909,스시오지상,일식집,tensor([[0.2656]])
910,다락방곱창,고기,tensor([[0.3660]])
911,흠커피,카페,tensor([[0.3380]])
912,감탄(하남풍산점),분식,tensor([[0.2226]])
913,바니포차,식당,tensor([[0.2105]])
914,하남 도래창 구이,고기,tensor([[0.3160]])
915,공가네 한우국밥 전문점,한식당,tensor([[0.3606]])
916,낭만찾기,식당,tensor([[0.2077]])
917,OSTERIA 308(오스테리아308),양식,tensor([[0.1371]])
918,주양돈까스 나라,돈가스,tensor([[0.1397]])
919,요기소 먹으면 돼지,고기,tensor([[0.2556]])
920,어도회포차,일식당,tensor([[0.2476]])
921,한솥도시락(하남아이테코점),식당 아님,tensor([[0.1188]])
922,이도수두마리치킨,치킨,tensor([[0.3236]])
923,놀부 보쌈족발 & 놀부 부대찌개 하남점,고기,tensor([[0.3072]])
924,나주개미집,고기,tensor([[0.3375]])
925,지호한방삼계탕 하남 직영점,한식당,tensor([[0.3063]])
926,박주부 돼지집,한식당,tensor([[0.2939]])
927,도네누 하남점,한식당,tensor([[0.2621]])
928,방구리 순대국,식당,tensor([[0.2980]])
929,벌봉돈까스,돈가스,tensor([[0.1291]])
930,자담치킨 하남신장점,치킨,tensor([[0.3775]])
931,하남골 흑염소요리 전문점,고기,tensor([[0.2530]])
932,권현숙의 미사리 팔당냉면 란주도삭면,중국집,tensor([[0.3297]])
933,이진항,해물,tensor([[0.1949]])
934,고골칼국수,한식당,tensor([[0.1708]])
935,덕풍한돈한우정육식당,고기,tensor([[0.2600]])
936,사계명가 한돈한우(No 9),고기,tensor([[0.3502]])
937,옴서감서 가정식백반식당,한식당,tensor([[0.1836]])
938,카츠안'스,돈가스,tensor([[0.1286]])
939,몽촌토성 보리밥 손 칼국수,분식,tensor([[0.1394]])
940,후다다닭,치킨,tensor([[0.3678]])
941,문쉐프의 고기국수,분식,tensor([[0.1489]])
942,청보리 낙지마당,해물,tensor([[0.1781]])
943,주식회사 고덕푸드,식당,tensor([[0.2004]])
944,교산가마솥밥 한상,한식당,tensor([[0.3606]])
945,하늘을 나는 칼국수,분식,tensor([[0.2213]])
946,플로스 파트2(FLOS.PART2),베이커리,tensor([[0.3104]])
947,도끼통닭 하남점,치킨,tensor([[0.4404]])
948,팔미원,중국집,tensor([[0.2451]])
949,벌떼어시장,일식당,tensor([[0.2449]])
950,노랑통닭 하남덕풍점,치킨,tensor([[0.3299]])
951,e참치명가,일식당,tensor([[0.2614]])
952,참맛깔곱창순대국,한식당,tensor([[0.3292]])
953,소박사네 숯불구이,고기,tensor([[0.3717]])
954,이성산칼국수,분식,tensor([[0.2602]])
955,농부숯불갈비,한식당,tensor([[0.3159]])
956,맛있는 꼬소네 치킨,치킨,tensor([[0.3566]])
957,강영감네닭내장,고기,tensor([[0.2773]])
958,제주 YOUNG돈,고기,tensor([[0.3596]])
959,석바다 영양탕,한식당,tensor([[0.2782]])
960,김밥나라(하남3호점),분식,tensor([[0.1903]])
961,동원 소랑돼지랑오리랑,한식당,tensor([[0.3185]])
962,지선이네 삼겹살,한식당,tensor([[0.3707]])
963,방가네 연탄불 고기,고기,tensor([[0.3653]])
964,현정이네 해물예식장,해물,tensor([[0.1809]])
965,종가댁밥상,식당 아님,tensor([[0.1443]])
966,산행마차,호프,tensor([[0.2590]])
967,일파르코,뷔페,tensor([[0.2376]])
968,더우개 생 포갈비,고기,tensor([[0.3344]])
969,천일뼈해장국,해장국,tensor([[0.3540]])
970,시골남원추어탕,식당,tensor([[0.2130]])
971,무창포 조개나라,해물,tensor([[0.2598]])
972,미담바지락칼국수  보쌈,분식,tensor([[0.1754]])
973,성무양꼬치,중국집,tensor([[0.2253]])
974,대갓집 숯불갈비,고기,tensor([[0.3792]])
